File,Status,Centroid,Orientation,CNN_Predicted_Taxa,CNN_Predicted_Score,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,File_Name,Unnamed: 0,1. Taxonomic Level,2. Taxonomic Level,3. Taxonomic Level,4. Taxonomic Level,5. Taxonomic Level,Capture location,Capture location - LAT,Capture location - LONG,Capture method,Date Database Addition,Date of Sample Collection,Device,File Name,Files,Image ID,Method of Identification,Observer,Organisation,Original File Name,Project,Project Description,Publication DOI,Sex,Specimen ID,Wing side,Damaged Wing,TAXA LABEL,Landmark Label,Segmentation Label,Number
aedes_cnn-study_f_r_94f1351753bb.tif,Repaired,1143,right,Aedes_sticticus,0.99,0.59375,0.043749999999999956,0.018750000000000044,0.0,0.004687499999999956,0.03749999999999998,0.10468750000000004,0.18437499999999996,0.29374999999999996,0.5046875,0.40312499999999996,0.3984375,0.365625,0.3578125,0.365625,0.2421875,0.25625,0.315625,0.3,0.34375,0.409375,0.46875,0.51875,0.5875,0.634375,0.696875,0.5,0.475,0.4375,0.434375,0.390625,0.353125,0.33125,0.484375,aedes_cnn-study_f_r_94f1351753bb.png,997.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-08-08 00:00:00,leica-m205c,aedes_cnn-study_f_r_94f1351753bb.tif,Culicidae/aedes/aedes_cnn-study_f_r_94f1351753bb.tif,94f1351753bb,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 73.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,1159,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_8a50fb097ea0.tif,Full Skeleton,1117,right,Aedes_sticticus,1.0,0.6109374999999999,0.04843750000000002,0.018749999999999933,0.0,0.0015625000000000222,0.043749999999999956,0.109375,0.19999999999999996,0.30625,0.51875,0.4046875,0.396875,0.37812499999999993,0.3734375,0.37812499999999993,0.22968749999999993,0.25,0.31875,0.28125,0.33125,0.39375,0.4625,0.53125,0.603125,0.659375,0.7125,0.503125,0.490625,0.446875,0.440625,0.396875,0.365625,0.340625,0.50625,aedes_cnn-study_f_r_8a50fb097ea0.png,891.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_8a50fb097ea0.tif,Culicidae/aedes/aedes_cnn-study_f_r_8a50fb097ea0.tif,8a50fb097ea0,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 158.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,470,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_0b0902cfa541.tif,Full Skeleton,1063,right,Aedes_sticticus,0.82,0.5828125000000001,0.042187500000000044,0.017187500000000022,0.0,0.0015625000000000222,0.034375000000000044,0.0859375,0.171875,0.29218750000000004,0.49843750000000003,0.39375000000000004,0.38750000000000007,0.359375,0.3578125000000001,0.3609375,0.21875,0.22812500000000002,0.325,0.29375,0.3375,0.4,0.45,0.5125,0.56875,0.634375,0.69375,0.5,0.478125,0.4375,0.434375,0.39375,0.35625,0.340625,0.49375,aedes_cnn-study_f_r_0b0902cfa541.png,938.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_0b0902cfa541.tif,Culicidae/aedes/aedes_cnn-study_f_r_0b0902cfa541.tif,0b0902cfa541,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 20.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,699,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_f718c063bb1a.tif,Full Skeleton,1112,right,Aedes_sticticus,0.94,0.56875,0.04843750000000002,0.018750000000000044,0.0,0.009375000000000022,0.043749999999999956,0.10781249999999998,0.19374999999999998,0.3046875,0.4875,0.38593750000000004,0.38125,0.35468750000000004,0.34843749999999996,0.353125,0.23750000000000004,0.2515625,0.403125,0.371875,0.421875,0.4875,0.55,0.603125,0.66875,0.725,0.775,0.571875,0.559375,0.51875,0.51875,0.478125,0.446875,0.421875,0.571875,aedes_cnn-study_f_r_f718c063bb1a.png,967.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_f718c063bb1a.tif,Culicidae/aedes/aedes_cnn-study_f_r_f718c063bb1a.tif,f718c063bb1a,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 46.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,929,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_14642b6083fe.tif,Full Skeleton,1047,right,Aedes_sticticus,0.89,0.5734375,0.046875,0.014062499999999978,0.0,0.0015625000000000222,0.04218749999999993,0.10468749999999993,0.1875,0.2953125,0.4875,0.3921875,0.3890625,0.35624999999999996,0.35,0.353125,0.21562499999999996,0.24531249999999993,0.321875,0.303125,0.353125,0.409375,0.46875,0.528125,0.584375,0.6375,0.690625,0.490625,0.4875,0.440625,0.434375,0.390625,0.3625,0.346875,0.4875,aedes_cnn-study_f_r_14642b6083fe.png,827.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_14642b6083fe.tif,Culicidae/aedes/aedes_cnn-study_f_r_14642b6083fe.tif,14642b6083fe,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 10.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,76,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_f3a4137aea9d.tif,Full Skeleton,1268,right,Aedes_sticticus,0.98,0.5671875000000001,0.042187500000000044,0.015625,0.0,0.0078125,0.046875,0.1015625,0.18437500000000007,0.29375000000000007,0.5062500000000001,0.3890625000000001,0.38750000000000007,0.35625000000000007,0.353125,0.35625000000000007,0.234375,0.24531250000000004,0.325,0.309375,0.359375,0.421875,0.478125,0.5375,0.5875,0.6375,0.68125,0.48125,0.48125,0.4375,0.4375,0.4,0.3625,0.353125,0.49375,aedes_cnn-study_f_r_f3a4137aea9d.png,860.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_f3a4137aea9d.tif,Culicidae/aedes/aedes_cnn-study_f_r_f3a4137aea9d.tif,f3a4137aea9d,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 13.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,280,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_a18ec19c43c9.tif,Full Skeleton,1058,right,Aedes_sticticus,0.99,0.5953125,0.04375000000000007,0.017187500000000022,0.0,0.010937500000000044,0.04531249999999998,0.10312500000000002,0.18281250000000004,0.3125,0.5203125,0.40625,0.40156250000000004,0.37187500000000007,0.36875,0.37031250000000004,0.23593750000000002,0.24687500000000007,0.315625,0.284375,0.334375,0.39375,0.453125,0.5125,0.571875,0.628125,0.715625,0.484375,0.471875,0.43125,0.428125,0.384375,0.359375,0.33125,0.484375,aedes_cnn-study_f_r_a18ec19c43c9.png,959.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_a18ec19c43c9.tif,Culicidae/aedes/aedes_cnn-study_f_r_a18ec19c43c9.tif,a18ec19c43c9,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 39.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,864,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_2b8456758a20.tif,Full Skeleton,1023,right,Aedes_sticticus,0.99,0.58125,0.04531249999999998,0.012499999999999956,0.0,0.0031249999999999334,0.0390625,0.09375,0.18125000000000002,0.28593749999999996,0.4953125,0.38749999999999996,0.38593749999999993,0.3578125,0.35468749999999993,0.3609375,0.23906249999999996,0.25312499999999993,0.321875,0.2875,0.340625,0.396875,0.459375,0.528125,0.5875,0.646875,0.696875,0.496875,0.4875,0.4375,0.4375,0.3875,0.359375,0.334375,0.490625,aedes_cnn-study_f_r_2b8456758a20.png,828.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-08-08 00:00:00,leica-m205c,aedes_cnn-study_f_r_2b8456758a20.tif,Culicidae/aedes/aedes_cnn-study_f_r_2b8456758a20.tif,2b8456758a20,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 100.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,82,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_66fe4056f3d2.tif,Full Skeleton,1122,right,Aedes_sticticus,0.96,0.6125,0.050000000000000044,0.014062499999999978,0.0,0.0031250000000000444,0.04062500000000002,0.09687500000000004,0.19062500000000004,0.31718749999999996,0.521875,0.41874999999999996,0.4140625,0.38125,0.37031250000000004,0.3765625,0.23281249999999998,0.25312500000000004,0.334375,0.3,0.353125,0.403125,0.465625,0.525,0.59375,0.65,0.70625,0.5125,0.496875,0.45,0.453125,0.40625,0.36875,0.35,0.50625,aedes_cnn-study_f_r_66fe4056f3d2.png,918.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_66fe4056f3d2.tif,Culicidae/aedes/aedes_cnn-study_f_r_66fe4056f3d2.tif,66fe4056f3d2,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 182.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,606,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_246270d42aaa.tif,Full Skeleton,967,right,Aedes_sticticus,0.98,0.5906250000000001,0.04531250000000009,0.017187500000000022,0.0,0.0078125,0.046875,0.10625000000000007,0.19687500000000002,0.30937500000000007,0.49843750000000003,0.39375000000000004,0.38593750000000004,0.36250000000000004,0.359375,0.36406250000000007,0.23906250000000007,0.25468750000000007,0.328125,0.315625,0.365625,0.43125,0.49375,0.55,0.60625,0.653125,0.7,0.5,0.5,0.45,0.446875,0.403125,0.375,0.35625,0.5,aedes_cnn-study_f_r_246270d42aaa.png,1001.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-08-08 00:00:00,leica-m205c,aedes_cnn-study_f_r_246270d42aaa.tif,Culicidae/aedes/aedes_cnn-study_f_r_246270d42aaa.tif,246270d42aaa,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 77.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,1183,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_8ba835a3b4c4.tif,Full Skeleton,1259,right,Aedes_vexans,0.76,0.5734375,0.042187500000000044,0.012500000000000067,0.0,0.004687500000000067,0.04062500000000002,0.10312500000000002,0.19687500000000002,0.296875,0.5,0.4046875,0.40156250000000004,0.36406250000000007,0.3609375,0.36406250000000007,0.2515625,0.2515625,0.328125,0.315625,0.365625,0.428125,0.4875,0.540625,0.596875,0.64375,0.7,0.4875,0.48125,0.4375,0.4375,0.39375,0.365625,0.35,0.49375,aedes_cnn-study_f_r_8ba835a3b4c4.png,925.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_8ba835a3b4c4.tif,Culicidae/aedes/aedes_cnn-study_f_r_8ba835a3b4c4.tif,8ba835a3b4c4,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 189.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,634,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_1758b810be18.tif,Full Skeleton,1106,right,Aedes_sticticus,0.99,0.578125,0.05312500000000009,0.015625,0.0,0.004687500000000067,0.0390625,0.1015625,0.19062500000000004,0.2890625,0.49062500000000003,0.38750000000000007,0.37968750000000007,0.35625000000000007,0.353125,0.359375,0.23750000000000004,0.2578125,0.321875,0.275,0.325,0.3875,0.440625,0.5,0.56875,0.634375,0.69375,0.490625,0.48125,0.43125,0.43125,0.3875,0.35,0.33125,0.475,aedes_cnn-study_f_r_1758b810be18.png,861.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-08-08 00:00:00,leica-m205c,aedes_cnn-study_f_r_1758b810be18.tif,Culicidae/aedes/aedes_cnn-study_f_r_1758b810be18.tif,1758b810be18,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 130.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,286,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_c0b16bf04ab9.tif,Repaired,1297,right,Aedes_communis-punctor-pair,0.84,0.5765625,0.03437499999999993,0.015625,0.0,0.006249999999999978,0.0390625,0.08906249999999993,0.18281249999999993,0.296875,0.50625,0.3843749999999999,0.38125,0.34843749999999996,0.3453124999999999,0.3453124999999999,0.23281249999999998,0.24531249999999993,0.334375,0.315625,0.35625,0.41875,0.478125,0.534375,0.590625,0.646875,0.696875,0.503125,0.49375,0.45,0.45,0.403125,0.371875,0.353125,0.496875,aedes_cnn-study_f_r_c0b16bf04ab9.png,877.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_c0b16bf04ab9.tif,Culicidae/aedes/aedes_cnn-study_f_r_c0b16bf04ab9.tif,c0b16bf04ab9,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 145.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,384,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_c685f6727fe6.tif,Full Skeleton,1264,right,Aedes_communis-punctor-pair,0.27,0.6109374999999999,0.04062499999999991,0.015625,0.0,0.004687499999999956,0.04218749999999993,0.09843749999999996,0.18437499999999996,0.296875,0.5093749999999999,0.39531249999999996,0.3921874999999999,0.365625,0.36249999999999993,0.36406249999999996,0.2437499999999999,0.25,0.33125,0.309375,0.35625,0.41875,0.471875,0.53125,0.59375,0.65625,0.715625,0.5125,0.496875,0.45625,0.453125,0.403125,0.365625,0.35,0.5,aedes_cnn-study_f_r_c685f6727fe6.png,939.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_c685f6727fe6.tif,Culicidae/aedes/aedes_cnn-study_f_r_c685f6727fe6.tif,c685f6727fe6,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 200.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,703,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_23cc934edfcf.tif,Full Skeleton,1316,right,Aedes_sticticus,0.95,0.5906250000000001,0.0390625,0.015625,0.0,0.0031250000000000444,0.0390625,0.09843750000000007,0.19218750000000007,0.30156250000000007,0.49687500000000007,0.39375000000000004,0.3890625000000001,0.359375,0.35625000000000007,0.3609375,0.2171875000000001,0.2515625,0.315625,0.30625,0.34375,0.403125,0.459375,0.51875,0.575,0.628125,0.675,0.49375,0.478125,0.434375,0.434375,0.38125,0.353125,0.334375,0.48125,aedes_cnn-study_f_r_23cc934edfcf.png,930.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_23cc934edfcf.tif,Culicidae/aedes/aedes_cnn-study_f_r_23cc934edfcf.tif,23cc934edfcf,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 193.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,658,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_0dbff8656319.tif,Full Skeleton,1078,right,Aedes_sticticus,0.99,0.5625,0.0390625,0.010937500000000044,0.0,0.006249999999999978,0.04843750000000002,0.109375,0.19843750000000004,0.30625,0.503125,0.40156250000000004,0.39531249999999996,0.36250000000000004,0.3578125,0.36250000000000004,0.24062499999999998,0.26093750000000004,0.3125,0.3,0.353125,0.421875,0.475,0.53125,0.584375,0.646875,0.696875,0.49375,0.48125,0.434375,0.4375,0.396875,0.359375,0.3375,0.490625,aedes_cnn-study_f_r_0dbff8656319.png,881.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_0dbff8656319.tif,Culicidae/aedes/aedes_cnn-study_f_r_0dbff8656319.tif,0dbff8656319,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 149.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,408,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_317caf809e63.tif,Full Skeleton,1206,right,Aedes_vexans,0.58,0.590625,0.03749999999999998,0.017187500000000022,0.0,0.004687499999999956,0.04062500000000002,0.09999999999999998,0.18906250000000002,0.296875,0.4984375,0.3890625,0.3890625,0.36249999999999993,0.3578125,0.36249999999999993,0.23749999999999993,0.24687499999999996,0.328125,0.3,0.34375,0.4,0.4625,0.521875,0.584375,0.640625,0.7,0.49375,0.484375,0.440625,0.4375,0.396875,0.365625,0.34375,0.490625,aedes_cnn-study_f_r_317caf809e63.png,882.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_317caf809e63.tif,Culicidae/aedes/aedes_cnn-study_f_r_317caf809e63.tif,317caf809e63,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 15.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,416,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_f5e638b66f81.tif,Full Skeleton,1049,right,Aedes_sticticus,0.98,0.584375,0.051562499999999956,0.018749999999999933,0.0,0.004687499999999956,0.043749999999999956,0.109375,0.19843749999999993,0.3109375,0.51875,0.4078125,0.40312499999999996,0.37031249999999993,0.3671875,0.36875,0.24375000000000002,0.25312499999999993,0.33125,0.30625,0.359375,0.421875,0.475,0.5375,0.6,0.659375,0.7125,0.5,0.4875,0.446875,0.44375,0.409375,0.375,0.353125,0.50625,aedes_cnn-study_f_r_f5e638b66f81.png,903.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_f5e638b66f81.tif,Culicidae/aedes/aedes_cnn-study_f_r_f5e638b66f81.tif,f5e638b66f81,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 169.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,538,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_afcdc3e36e0e.tif,Full Skeleton,1269,right,Aedes_sticticus,0.87,0.5734375,0.0390625,0.017187500000000022,0.0,0.0031249999999999334,0.043749999999999956,0.10312500000000002,0.18906250000000002,0.2984375,0.4984375,0.4046875,0.3984375,0.35,0.34375,0.359375,0.23124999999999996,0.2421875,0.29375,0.290625,0.328125,0.390625,0.446875,0.509375,0.565625,0.615625,0.6625,0.465625,0.453125,0.415625,0.415625,0.375,0.340625,0.328125,0.471875,aedes_cnn-study_f_r_afcdc3e36e0e.png,900.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.832372,11.748199,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_afcdc3e36e0e.tif,Culicidae/aedes/aedes_cnn-study_f_r_afcdc3e36e0e.tif,afcdc3e36e0e,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 166.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,525,R,0.0,Aedes_sticticus,not labeled,not labeled,
aedes_cnn-study_f_r_f38335a5f7aa.tif,Full Skeleton,1231,right,Aedes_sticticus,0.78,0.5750000000000001,0.042187500000000044,0.018750000000000044,0.0,0.0015625000000000222,0.04062500000000002,0.1015625,0.18437500000000007,0.296875,0.5078125,0.3984375,0.39375000000000004,0.3609375,0.3578125000000001,0.359375,0.22187500000000004,0.23906250000000007,0.328125,0.303125,0.346875,0.409375,0.465625,0.528125,0.584375,0.640625,0.7,0.509375,0.4875,0.44375,0.4375,0.39375,0.359375,0.340625,0.496875,aedes_cnn-study_f_r_f38335a5f7aa.png,940.0,Culicidae,Aedes,-,sticticus,-,MISSING VALUE,48.824224,11.764896,bg-sentinel,2024-04-02 00:00:00,2017-05-30 00:00:00,leica-m205c,aedes_cnn-study_f_r_f38335a5f7aa.tif,Culicidae/aedes/aedes_cnn-study_f_r_f38335a5f7aa.tif,f38335a5f7aa,morphology,f.g.sauer,"bernhard-nocht-institute for tropical medicine, hamburg, germany",/Volumes/Crucial/mos_dataset_raw/bnitm/CNN Studie f/Flügel HannahFelix/aedes sticticus/Ae stic 21.tif,CNN-Study,"A proof-of-concept study to analyse the potential of a CNN to identify mosquito species based on wing images. Therefore, seven Aedes species and different non-Aedes mosquitoes were collected at different sampling locations in Germany. ",10.1038/s41598-024-53631-x,F,711,R,0.0,Aedes_sticticus,not labeled,not labeled,
